userId,movieId,rating,timestamp
1,3578,5.0,964980668
1,1127,4.0,964982513
1,157,5.0,964984100
1,2617,2.0,964982588
1,260,5.0,964981680
1,3053,5.0,964984086
1,457,5.0,964981909
1,2997,4.0,964980896
1,2406,4.0,964982310
1,2058,5.0,964982400
1,3479,4.0,964981725
1,349,4.0,964982563
1,1473,4.0,964980875
1,2692,5.0,964981855
1,2648,4.0,964983414
1,2139,5.0,964982791
1,2291,5.0,964983664
1,552,4.0,964982653
1,3744,4.0,964980694
1,2872,5.0,964981680
2,122882,5.0,1445715272
2,80906,5.0,1445715172
2,74458,4.0,1445714926
2,106782,5.0,1445714966
2,58559,4.5,1445715141
2,60756,5.0,1445714980
2,99114,3.5,1445714874
2,318,3.0,1445714835
2,115713,3.5,1445714854
2,77455,3.0,1445714941
2,80489,4.5,1445715340
2,71535,3.0,1445714974
2,86345,4.0,1445715166
2,333,4.0,1445715029
2,6874,4.0,1445714952
2,8798,3.5,1445714960
2,1704,4.5,1445715228
2,112552,4.0,1445714882
2,3578,4.0,1445714885
2,109487,3.0,1445715145
3,6835,5.0,1306463670
3,26409,4.5,1306463993
3,720,0.5,1306463595
3,1371,3.0,1306463561
3,5764,4.5,1306464021
3,4518,5.0,1306463770
3,914,0.5,1306463567
3,5048,0.5,1306464284
3,3703,5.0,1306463603
3,2018,0.5,1306464175
3,2090,0.5,1306464261
3,1124,0.5,1306464216
3,2080,0.5,1306463572
3,1302,0.5,1306464189
3,2288,4.0,1306463631
3,1263,0.5,1306463569
3,6238,0.5,1306464204
3,31,0.5,1306463578
3,3949,0.5,1306464245
3,849,5.0,1306463611
4,4239,5.0,986848685
4,4896,4.0,1007574532
4,2390,5.0,945079164
4,3489,1.0,986848908
4,232,5.0,964622684
4,1883,4.0,964622642
4,3809,3.0,986936207
4,1179,4.0,964539180
4,4273,4.0,1007574470
4,2395,3.0,964623306
4,2973,2.0,945078946
4,450,2.0,986848828
4,4020,3.0,986848856
4,162,5.0,945078571
4,1080,5.0,986934696
4,3481,2.0,964538243
4,3358,3.0,964622758
4,260,5.0,945079259
4,2858,5.0,964539140
4,1079,2.0,945078946
5,590,5.0,847434747
5,364,3.0,847434882
5,367,4.0,847435129
5,589,3.0,847435258
5,534,3.0,847435311
5,595,5.0,847434832
5,39,3.0,847434961
5,253,3.0,847435292
5,150,3.0,847434748
5,36,4.0,847435292
5,58,5.0,847435238
5,410,3.0,847435292
5,515,3.0,847435129
5,316,2.0,847434832
5,296,5.0,847434748
5,261,4.0,847435238
5,596,5.0,847435292
5,266,1.0,847435311
5,153,3.0,847434802
5,290,5.0,847435311
6,296,2.0,845553110
6,62,4.0,845553660
6,508,4.0,845553586
6,146,4.0,845555607
6,609,4.0,845555342
6,466,2.0,845553844
6,43,4.0,845555607
6,13,3.0,845555588
6,569,4.0,845555342
6,510,3.0,845555546
6,775,3.0,845556462
6,458,3.0,845555546
6,546,2.0,845554349
6,100,3.0,845555151
6,186,3.0,845553619
6,445,3.0,845555124
6,92,4.0,845555454
6,370,4.0,845553794
6,371,3.0,845554141
6,340,4.0,845555265
7,4370,4.5,1106712869
7,48997,2.5,1174263740
7,7143,4.5,1106636579
7,5459,3.0,1106712820
7,34048,3.0,1121041015
7,42002,4.5,1144806100
7,1219,5.0,1106635496
7,589,2.5,1106635940
7,780,4.5,1106635943
7,595,3.5,1106712636
7,33836,1.0,1125442102
7,32031,1.5,1122940686
7,8783,1.0,1161738306
7,920,3.0,1106635685
7,4643,1.0,1106635749
7,480,5.0,1106635917
7,4246,2.0,1110855253
7,1270,5.0,1106635681
7,31878,3.5,1118025982
7,8949,4.0,1110757890
8,356,3.0,839463527
8,527,5.0,839463728
8,339,3.0,839463509
8,590,5.0,839463422
8,317,3.0,839463644
8,457,3.0,839463489
8,153,2.0,839463451
8,252,3.0,839463856
8,32,3.0,839463624
8,318,5.0,839463489
8,50,5.0,839463644
8,21,4.0,839463564
8,39,3.0,839463644
8,539,3.0,839463728
8,432,1.0,839463702
8,185,5.0,839463509
8,235,3.0,839464076
8,592,3.0,839463422
8,208,3.0,839463509
8,110,3.0,839463527
9,5952,5.0,1044656908
9,5218,4.0,1044656811
9,5378,3.0,1044656811
9,6001,4.0,1044657072
9,5890,4.0,1044656792
9,5962,1.0,1044657338
9,627,3.0,1044657102
9,1987,2.0,1044656716
9,1095,4.0,1044657088
9,371,3.0,1044656716
9,923,5.0,1044657026
9,4993,5.0,1044657051
9,5841,1.0,1044657318
9,3173,2.0,1044656650
9,2877,3.0,1044657221
9,2011,3.0,1044657200
9,5988,2.0,1044657269
9,2023,3.0,1044656650
9,1198,5.0,1044656716
9,2300,5.0,1044657072
10,88810,3.0,1455399281
10,54286,3.5,1455356320
10,6377,3.5,1455306101
10,97938,1.0,1455398105
10,7458,5.0,1455356656
10,2671,3.5,1455357517
10,68954,4.0,1455304158
10,56949,3.0,1455357531
10,84374,3.5,1455357730
10,91104,3.0,1455356990
10,95167,4.0,1455398177
10,33679,3.0,1455357626
10,51834,1.5,1455399396
10,4306,4.5,1455356595
10,112006,4.0,1455398144
10,63992,4.5,1455356863
10,2571,0.5,1455356378
10,5952,4.0,1455356588
10,106782,1.0,1455398089
10,91529,5.0,1455302120
11,1693,5.0,902155102
11,1917,4.0,901200037
11,6,5.0,902154266
11,1573,3.0,902154542
11,110,5.0,902154266
11,1358,4.0,902155136
11,376,2.0,902154684
11,318,4.0,902155070
11,511,4.0,902154514
11,2002,2.0,902154383
11,1840,4.0,901200111
11,170,4.0,902154621
11,1408,5.0,902154383
11,349,5.0,902154342
11,1101,5.0,901200233
11,1616,3.0,902154542
11,44,2.0,902154593
11,377,3.0,902154431
11,1608,4.0,902154316
11,165,3.0,902154567
12,8533,5.0,1247264151
12,1876,3.5,1247263334
12,3668,5.0,1247264220
12,2100,3.5,1247263337
12,830,4.0,1247263452
12,838,5.0,1247264096
12,40629,5.0,1247264192
12,3967,4.5,1247263471
12,1357,5.0,1247263404
12,39,4.0,1247264471
12,261,4.5,1247263357
12,2072,5.0,1247263670
12,277,3.0,1247263371
12,1405,3.0,1247263395
12,1265,3.5,1247264118
12,2717,5.0,1247263428
12,168,5.0,1247264411
12,222,5.0,1247263465
12,4018,4.5,1247264420
12,256,5.0,1247263375
13,3977,3.0,987895952
13,3513,3.0,987895651
13,3863,4.0,987896183
13,3624,4.0,987895902
13,1721,4.0,987456818
13,2145,3.0,987456968
13,4011,5.0,987895651
13,3893,3.0,987895651
13,2571,5.0,987457007
13,47,5.0,987895819
13,1198,5.0,987456848
13,3578,5.0,987895902
13,1590,4.0,987457086
13,3300,4.0,987895952
13,2541,2.0,987456818
13,3827,4.0,987895952
13,305,1.0,987456968
13,597,3.0,987456968
13,3897,4.0,987895582
13,1173,3.0,987457052
14,383,4.0,835441729
14,552,3.0,835441558
14,377,3.0,835441328
14,590,4.0,835440977
14,367,1.0,835441210
14,527,3.0,835441371
14,193,3.0,835441371
14,337,5.0,835441239
14,32,4.0,835441168
14,376,4.0,835441620
14,105,3.0,835441371
14,25,4.0,835441394
14,47,5.0,835441133
14,540,3.0,835441794
14,491,3.0,835441672
14,231,3.0,835441042
14,296,3.0,835440978
14,593,4.0,835441086
14,282,5.0,835441239
14,110,5.0,835441107
15,84152,5.0,1510572834
15,5618,3.0,1510578001
15,96610,3.0,1510572815
15,858,4.0,1510571941
15,2762,3.0,1510571764
15,4720,5.0,1510571736
15,364,3.0,1510577958
15,104841,4.5,1510572095
15,122924,1.0,1510573305
15,143385,3.0,1510572581
15,2916,4.5,1510572872
15,2329,4.5,1510572005
15,1270,5.0,1510571953
15,85414,3.5,1510572833
15,115713,2.0,1510572009
15,1909,2.5,1299424890
15,3555,4.0,1299425208
15,172,1.0,1299424762
15,56174,3.5,1510572810
15,48774,3.0,1510573220
16,2707,3.5,1377476693
16,1219,3.0,1377477594
16,68954,4.0,1377477654
16,858,2.5,1377476772
16,5618,4.5,1377476877
16,5952,3.5,1377477424
16,2762,3.5,1377477612
16,1223,4.0,1377477855
16,527,4.0,1377476787
16,47,3.5,1377477814
16,1197,4.0,1377477008
16,4002,3.5,1377476669
16,1261,4.0,1377476629
16,1148,4.0,1377476909
16,1247,4.0,1377477535
16,260,3.0,1377476936
16,923,3.5,1377477349
16,593,3.0,1377476977
16,27773,4.0,1377477507
16,3741,4.0,1377477903
17,1100,3.5,1305696352
17,2762,4.0,1305696835
17,2717,3.5,1305696306
17,1405,4.0,1305696277
17,1252,4.0,1307262291
17,58559,4.5,1305696675
17,82459,4.0,1305696644
17,1259,4.0,1305696786
17,318,5.0,1305696465
17,1,4.5,1305696483
17,593,4.5,1305696461
17,1193,4.5,1305696771
17,27773,4.0,1322628790
17,64839,3.5,1322629112
17,4571,4.0,1305696310
17,110,4.5,1305696470
17,5782,4.0,1305696779
17,1197,3.5,1305696774
17,480,4.5,1305696463
17,1036,4.0,1305696741
18,8798,4.0,1455617710
18,1059,3.5,1455735783
18,33794,4.5,1455050618
18,2410,3.5,1456958417
18,1260,4.0,1455059781
18,27831,3.5,1456958283
18,79592,3.0,1456924960
18,1676,3.5,1455735650
18,919,4.0,1455748544
18,6874,3.5,1455049814
18,70,3.5,1455735732
18,4306,4.0,1455209697
18,44555,4.0,1485646726
18,1203,5.0,1455050107
18,72378,3.0,1455529598
18,79132,4.5,1455050059
18,176101,3.5,1513110715
18,364,3.0,1455209887
18,50872,3.5,1455059813
18,88094,3.0,1457352482
19,2581,3.0,965706839
19,852,4.0,965706209
19,329,2.0,965709622
19,3101,1.0,965711014
19,3273,2.0,965703084
19,2005,4.0,965704281
19,2015,3.0,965706839
19,3686,3.0,965711156
19,3104,2.0,965705784
19,1690,1.0,965703885
19,1968,2.0,965705917
19,3258,2.0,965706703
19,2720,1.0,965708653
19,2987,5.0,965709047
19,653,2.0,965704331
19,1597,2.0,965711237
19,648,3.0,965709656
19,414,2.0,965706886
19,432,3.0,965707983
19,3534,2.0,965703269
20,837,4.0,1054038259
20,158,3.0,1054038381
20,4022,3.5,1054036206
20,5299,4.0,1054037084
20,6297,4.0,1054036670
20,4995,5.0,1054037101
20,4846,2.5,1054037303
20,4016,4.5,1054037249
20,317,3.5,1054038283
20,3397,5.0,1054038117
20,1097,5.0,1054038065
20,5293,3.5,1054037273
20,5693,4.0,1054147413
20,4366,1.5,1054038539
20,2140,4.0,1054038148
20,4226,3.5,1054037196
20,5991,5.0,1054037184
20,588,5.0,1054038059
20,2054,2.5,1054036164
20,3615,2.5,1054037838
21,103335,4.0,1403460687
21,4701,3.5,1403459884
21,2273,3.5,1412967978
21,108945,3.0,1403461870
21,2288,0.5,1441826867
21,86068,0.5,1418063166
21,135536,3.5,1500701506
21,47997,5.0,1500701943
21,4896,4.0,1418932147
21,139642,0.5,1441394002
21,143385,4.0,1452051884
21,2403,2.5,1441393000
21,135133,3.5,1452051811
21,109374,3.5,1403460482
21,148675,2.0,1452051802
21,134393,2.5,1439752061
21,106916,3.0,1403460691
21,3633,4.5,1403460850
21,2378,2.5,1376822727
21,119964,2.0,1419794135
22,6874,4.0,1268726782
22,52281,0.5,1268726845
22,356,5.0,1268726309
22,5464,2.0,1268727450
22,3949,0.5,1268726317
22,72998,3.5,1268726172
22,30749,0.5,1268726523
22,1952,5.0,1268330620
22,53519,0.5,1268727137
22,33794,2.5,1268726623
22,2968,3.0,1268726071
22,68954,2.0,1268726512
22,1953,4.5,1268726043
22,56171,0.5,1268726349
22,5015,0.5,1268727162
22,4036,4.5,1268727180
